Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Season,League
SP1,2021-01-09,Granada,Barcelona,0,4,A,0,3,A,8,13,4,4,16,3,4,1,2,3,1,0,6.5,5.25,1.4,2020-2021,LaLiga
SP1,2021-01-09,Osasuna,Real Madrid,0,0,D,0,0,D,8,9,2,1,9,3,2,4,0,0,0,0,6.5,4.75,1.45,2020-2021,LaLiga
SP1,2021-01-10,Cadiz,Alaves,3,1,H,1,1,D,10,5,7,2,17,10,4,1,1,4,0,1,2.7,2.9,3.0,2020-2021,LaLiga
SP1,2021-01-10,Levante,Eibar,2,1,H,0,0,D,4,17,2,4,12,8,4,9,2,0,0,0,2.25,3.4,3.2,2020-2021,LaLiga
SP1,2021-01-10,Valladolid,Valencia,0,1,A,0,0,D,11,17,4,6,14,14,0,4,2,3,0,0,2.37,3.25,3.1,2020-2021,LaLiga
SP1,2021-01-11,Huesca,Betis,0,2,A,0,0,D,10,15,3,5,12,13,3,6,2,2,0,1,2.8,3.3,2.55,2020-2021,LaLiga
SP1,2021-01-11,Elche,Getafe,1,3,A,1,1,D,7,14,4,7,14,16,1,7,4,2,1,0,4.33,2.9,2.1,2020-2021,LaLiga
SP1,2021-01-12,Granada,Osasuna,2,0,H,2,0,H,9,15,2,3,16,17,4,4,1,4,0,0,2.3,3.1,3.4,2020-2021,LaLiga
SP1,2021-01-12,Ath Madrid,Sevilla,2,0,H,1,0,H,5,13,4,2,14,11,3,12,2,0,0,0,1.9,3.2,4.5,2020-2021,LaLiga
SP1,2021-01-19,Cadiz,Levante,2,2,D,2,2,D,8,8,2,5,13,11,5,2,3,1,0,0,2.9,3.1,2.55,2020-2021,LaLiga
SP1,2021-01-19,Valladolid,Elche,2,2,D,0,2,A,13,9,2,3,14,19,4,5,1,3,1,0,1.83,3.4,4.6,2020-2021,LaLiga
SP1,2021-01-19,Alaves,Sevilla,1,2,A,1,2,A,12,7,3,3,15,14,3,2,3,3,0,0,5.5,3.6,1.66,2020-2021,LaLiga
SP1,2021-01-20,Getafe,Huesca,1,0,H,0,0,D,12,15,5,3,15,14,3,8,2,4,0,0,1.9,3.25,4.5,2020-2021,LaLiga
SP1,2021-01-20,Betis,Celta,2,1,H,2,1,H,12,10,4,3,13,15,5,6,2,3,0,0,2.1,3.5,3.4,2020-2021,LaLiga
SP1,2021-01-20,Villarreal,Granada,2,2,D,1,1,D,9,3,3,2,11,11,3,0,2,4,0,1,1.5,4.0,7.0,2020-2021,LaLiga
SP1,2021-01-21,Valencia,Osasuna,1,1,D,0,1,A,10,14,3,5,8,17,9,4,1,3,0,0,2.05,3.5,3.5,2020-2021,LaLiga
SP1,2021-01-21,Eibar,Ath Madrid,1,2,A,1,1,D,12,9,2,4,24,9,3,3,2,2,0,0,6.5,3.4,1.66,2020-2021,LaLiga
SP1,2021-01-22,Levante,Valladolid,2,2,D,0,0,D,11,7,3,3,16,12,8,2,0,1,0,0,1.95,3.4,4.0,2020-2021,LaLiga
SP1,2021-01-23,Alaves,Real Madrid,1,4,A,0,3,A,14,10,4,7,16,7,4,4,5,3,0,0,5.5,4.33,1.55,2020-2021,LaLiga
SP1,2021-01-23,Sociedad,Betis,2,2,D,0,0,D,12,7,6,4,14,13,8,3,2,2,0,0,1.8,3.75,4.33,2020-2021,LaLiga
SP1,2021-01-23,Sevilla,Cadiz,3,0,H,2,0,H,15,9,7,3,12,6,7,6,1,3,0,0,1.45,4.2,8.0,2020-2021,LaLiga
SP1,2021-01-23,Huesca,Villarreal,0,0,D,0,0,D,5,8,1,2,9,15,1,2,3,1,0,0,4.33,3.75,1.8,2020-2021,LaLiga
SP1,2021-01-24,Osasuna,Granada,3,1,H,2,0,H,7,12,4,1,15,15,1,5,5,4,1,0,2.5,3.1,3.0,2020-2021,LaLiga
SP1,2021-01-24,Elche,Barcelona,0,2,A,0,1,A,4,15,2,8,15,9,0,7,0,2,0,0,8.0,5.25,1.36,2020-2021,LaLiga
SP1,2021-01-24,Celta,Eibar,1,1,D,1,0,H,7,9,4,2,10,16,0,6,4,3,0,0,2.05,3.4,3.75,2020-2021,LaLiga
SP1,2021-01-24,Ath Madrid,Valencia,3,1,H,1,1,D,14,8,5,4,11,14,7,7,2,0,0,0,1.4,4.75,8.0,2020-2021,LaLiga
SP1,2021-01-25,Ath Bilbao,Getafe,5,1,H,1,1,D,11,6,8,2,13,18,4,4,4,4,0,0,2.3,3.0,3.6,2020-2021,LaLiga
SP1,2021-01-29,Valladolid,Huesca,1,3,A,0,1,A,14,11,4,5,12,12,6,7,2,2,0,0,2.2,3.1,3.6,2020-2021,LaLiga
SP1,2021-01-30,Eibar,Sevilla,0,2,A,0,1,A,17,7,6,4,10,12,6,2,4,3,0,0,4.0,3.25,2.0,2020-2021,LaLiga
SP1,2021-01-30,Real Madrid,Levante,1,2,A,1,1,D,8,14,2,8,9,20,3,7,1,2,1,0,1.33,5.5,8.0,2020-2021,LaLiga
SP1,2021-01-30,Valencia,Elche,1,0,H,1,0,H,14,10,4,1,18,15,4,10,1,7,0,0,1.66,3.75,5.5,2020-2021,LaLiga
SP1,2021-01-30,Villarreal,Sociedad,1,1,D,1,0,H,4,12,2,3,10,17,1,7,1,3,0,0,2.4,3.2,3.1,2020-2021,LaLiga
SP1,2021-01-31,Barcelona,Ath Bilbao,2,1,H,1,0,H,12,7,6,2,12,20,7,3,2,3,0,0,1.36,5.25,7.5,2020-2021,LaLiga
SP1,2021-01-31,Cadiz,Ath Madrid,2,4,A,1,2,A,11,9,6,4,7,7,2,2,1,5,0,0,9.0,4.0,1.44,2020-2021,LaLiga
SP1,2021-01-31,Getafe,Alaves,0,0,D,0,0,D,5,5,1,1,20,17,5,2,3,3,0,0,1.9,3.2,4.5,2020-2021,LaLiga
SP1,2021-01-31,Granada,Celta,0,0,D,0,0,D,10,7,5,1,16,19,6,5,2,4,0,0,2.7,3.3,2.62,2020-2021,LaLiga
SP1,2021-02-01,Betis,Osasuna,1,0,H,0,0,D,8,15,4,5,12,6,3,4,1,1,0,0,1.8,3.6,4.33,2020-2021,LaLiga
SP1,2021-02-05,Alaves,Valladolid,1,0,H,0,0,D,20,3,5,1,11,17,11,1,4,4,0,0,2.6,3.0,3.0,2020-2021,LaLiga
SP1,2021-02-06,Levante,Granada,2,2,D,1,1,D,11,11,7,5,12,13,6,2,1,3,0,0,2.2,3.3,3.4,2020-2021,LaLiga
SP1,2021-02-06,Huesca,Real Madrid,1,2,A,0,0,D,13,18,2,7,18,9,3,10,2,1,0,0,7.0,4.5,1.44,2020-2021,LaLiga
SP1,2021-02-06,Elche,Villarreal,2,2,D,0,2,A,8,9,2,4,17,5,4,2,1,2,0,0,6.5,3.8,1.53,2020-2021,LaLiga
SP1,2021-02-06,Sevilla,Getafe,3,0,H,0,0,D,17,5,5,1,10,11,3,1,1,4,0,1,1.72,3.6,4.75,2020-2021,LaLiga
SP1,2021-02-07,Betis,Barcelona,2,3,A,1,0,H,8,12,5,4,21,7,3,5,1,3,0,0,5.75,4.6,1.5,2020-2021,LaLiga
SP1,2021-02-07,Sociedad,Cadiz,4,1,H,2,0,H,17,2,6,1,7,7,5,1,0,2,0,1,1.45,4.2,8.0,2020-2021,LaLiga
SP1,2021-02-07,Ath Bilbao,Valencia,1,1,D,1,0,H,11,15,2,2,10,8,6,6,2,1,0,0,2.15,3.2,3.6,2020-2021,LaLiga
SP1,2021-02-07,Osasuna,Eibar,2,1,H,1,1,D,12,12,4,3,10,11,2,1,0,0,0,0,2.55,3.0,3.0,2020-2021,LaLiga
SP1,2021-02-08,Ath Madrid,Celta,2,2,D,1,1,D,9,7,2,2,12,17,1,4,2,2,0,0,1.6,3.6,6.5,2020-2021,LaLiga
SP1,2021-02-09,Real Madrid,Getafe,2,0,H,0,0,D,14,1,4,0,8,16,8,1,1,1,0,0,1.53,4.0,6.5,2020-2021,LaLiga
SP1,2021-02-12,Celta,Elche,3,1,H,2,0,H,9,7,6,2,11,15,3,6,3,2,0,0,1.45,4.2,8.0,2020-2021,LaLiga
SP1,2021-02-13,Granada,Ath Madrid,1,2,A,0,0,D,6,10,1,4,14,20,7,3,0,5,0,0,5.0,3.3,1.8,2020-2021,LaLiga
SP1,2021-02-13,Sevilla,Huesca,1,0,H,0,0,D,14,9,4,5,14,15,6,6,3,4,0,0,1.5,3.9,7.5,2020-2021,LaLiga
SP1,2021-02-13,Eibar,Valladolid,1,1,D,1,1,D,14,5,2,1,15,12,7,3,2,3,0,0,1.95,3.3,4.2,2020-2021,LaLiga
SP1,2021-02-13,Barcelona,Alaves,5,1,H,2,0,H,17,6,9,2,10,14,5,4,0,2,0,0,1.28,6.0,9.0,2020-2021,LaLiga
SP1,2021-02-14,Getafe,Sociedad,0,1,A,0,1,A,4,3,0,2,23,19,2,5,3,3,1,0,3.75,3.25,2.1,2020-2021,LaLiga
SP1,2021-02-14,Real Madrid,Valencia,2,0,H,2,0,H,16,4,7,1,13,12,6,1,0,3,0,0,1.4,4.75,8.0,2020-2021,LaLiga
SP1,2021-02-14,Levante,Osasuna,0,1,A,0,0,D,13,7,4,2,13,10,2,1,1,2,0,0,2.25,3.2,3.4,2020-2021,LaLiga
SP1,2021-02-14,Villarreal,Betis,1,2,A,0,1,A,9,15,5,4,19,13,7,3,3,2,0,0,1.9,3.4,4.2,2020-2021,LaLiga
SP1,2021-02-15,Cadiz,Ath Bilbao,0,4,A,0,3,A,11,13,2,8,15,13,5,8,3,2,0,0,4.0,3.1,2.05,2020-2021,LaLiga
SP1,2021-02-17,Levante,Ath Madrid,1,1,D,1,1,D,7,14,4,6,10,10,1,8,1,3,0,0,4.75,3.4,1.8,2020-2021,LaLiga
SP1,2021-02-19,Betis,Getafe,1,0,H,0,0,D,12,6,5,1,17,18,5,2,5,4,1,0,2.05,3.1,4.1,2020-2021,LaLiga
SP1,2021-02-20,Valencia,Celta,2,0,H,0,0,D,10,5,3,2,9,19,6,1,2,3,0,1,2.45,3.2,3.0,2020-2021,LaLiga
SP1,2021-02-20,Valladolid,Real Madrid,0,1,A,0,0,D,9,10,5,2,13,11,4,5,4,2,0,0,5.5,4.2,1.57,2020-2021,LaLiga
SP1,2021-02-20,Elche,Eibar,1,0,H,1,0,H,6,13,2,3,16,9,1,4,2,1,0,0,3.6,3.25,2.15,2020-2021,LaLiga
SP1,2021-02-20,Ath Madrid,Levante,0,2,A,0,1,A,28,6,11,1,10,15,12,2,2,3,0,0,1.53,4.0,7.0,2020-2021,LaLiga
SP1,2021-02-21,Huesca,Granada,3,2,H,3,1,H,15,8,6,5,13,14,5,2,3,3,0,1,2.15,3.3,3.5,2020-2021,LaLiga
SP1,2021-02-21,Ath Bilbao,Villarreal,1,1,D,1,1,D,18,3,8,2,12,12,6,0,2,2,0,0,2.45,3.2,3.0,2020-2021,LaLiga
SP1,2021-02-21,Barcelona,Cadiz,1,1,D,1,0,H,20,3,4,1,13,12,8,0,0,2,0,0,1.16,8.0,13.0,2020-2021,LaLiga
SP1,2021-02-21,Sociedad,Alaves,4,0,H,1,0,H,8,7,4,2,17,16,4,3,3,2,0,0,1.66,3.75,5.5,2020-2021,LaLiga
SP1,2021-02-22,Osasuna,Sevilla,0,2,A,0,1,A,6,10,0,5,14,15,3,5,2,2,0,0,4.0,3.3,2.0,2020-2021,LaLiga
SP1,2021-02-24,Barcelona,Elche,3,0,H,0,0,D,9,6,5,1,8,8,6,3,0,0,0,0,1.12,9.0,19.0,2020-2021,LaLiga
SP1,2021-02-26,Levante,Ath Bilbao,1,1,D,1,0,H,10,11,4,5,11,13,2,10,3,1,0,1,3.3,3.25,2.25,2020-2021,LaLiga
SP1,2021-02-27,Eibar,Huesca,1,1,D,0,0,D,17,4,3,1,19,11,6,2,2,2,0,0,2.15,3.3,3.5,2020-2021,LaLiga
SP1,2021-02-27,Sevilla,Barcelona,0,2,A,0,1,A,4,9,2,5,20,9,3,3,5,2,0,0,3.2,3.5,2.2,2020-2021,LaLiga
SP1,2021-02-27,Alaves,Osasuna,0,1,A,0,0,D,4,6,1,3,18,20,5,2,3,4,0,0,2.62,2.9,3.0,2020-2021,LaLiga
SP1,2021-02-27,Getafe,Valencia,3,0,H,1,0,H,15,5,4,0,21,12,3,6,5,2,0,1,2.5,3.0,3.1,2020-2021,LaLiga
SP1,2021-02-28,Celta,Valladolid,1,1,D,0,0,D,11,7,2,3,20,20,3,5,3,5,0,0,1.75,3.75,4.5,2020-2021,LaLiga
SP1,2021-02-28,Cadiz,Betis,0,1,A,0,0,D,5,9,3,4,9,13,3,7,1,2,0,0,3.8,3.3,2.05,2020-2021,LaLiga
SP1,2021-02-28,Granada,Elche,2,1,H,1,1,D,13,12,4,4,14,12,5,5,3,2,0,0,2.1,3.1,4.0,2020-2021,LaLiga
SP1,2021-02-28,Villarreal,Ath Madrid,0,2,A,0,1,A,19,6,6,5,15,19,10,2,2,3,0,0,3.2,3.1,2.45,2020-2021,LaLiga
SP1,2021-03-01,Real Madrid,Sociedad,1,1,D,0,0,D,21,6,2,2,5,10,13,4,0,1,0,0,1.83,4.0,4.0,2020-2021,LaLiga
SP1,2021-03-05,Valencia,Villarreal,2,1,H,0,1,A,25,10,4,5,12,10,5,3,4,3,0,0,4.0,3.4,1.95,2020-2021,LaLiga
SP1,2021-03-06,Valladolid,Getafe,2,1,H,2,1,H,4,9,3,2,16,19,1,6,2,2,0,1,3.0,2.8,2.7,2020-2021,LaLiga
SP1,2021-03-06,Elche,Sevilla,2,1,H,0,0,D,6,11,3,3,16,11,6,3,4,0,0,0,6.5,3.6,1.6,2020-2021,LaLiga
SP1,2021-03-06,Cadiz,Eibar,1,0,H,1,0,H,6,16,2,1,7,11,0,12,2,2,0,0,3.25,3.2,2.3,2020-2021,LaLiga
SP1,2021-03-06,Osasuna,Barcelona,0,2,A,0,1,A,10,13,3,6,4,12,3,4,0,2,0,0,5.75,4.5,1.5,2020-2021,LaLiga
SP1,2021-03-07,Huesca,Celta,3,4,A,2,2,D,19,10,7,7,12,21,6,3,0,2,0,0,3.0,3.3,2.4,2020-2021,LaLiga
SP1,2021-03-07,Ath Madrid,Real Madrid,1,1,D,1,0,H,11,18,5,8,19,9,1,6,5,1,0,0,2.55,3.25,2.8,2020-2021,LaLiga
SP1,2021-03-07,Sociedad,Levante,1,0,H,1,0,H,25,6,8,1,13,14,7,5,0,2,0,0,1.44,4.33,7.5,2020-2021,LaLiga
SP1,2021-03-07,Ath Bilbao,Granada,2,1,H,1,0,H,7,13,5,3,10,10,6,9,2,2,0,0,1.57,4.0,5.75,2020-2021,LaLiga
SP1,2021-03-08,Betis,Alaves,3,2,H,0,2,A,23,4,8,3,13,11,12,1,0,3,0,0,1.72,3.8,4.75,2020-2021,LaLiga
SP1,2021-03-10,Ath Madrid,Ath Bilbao,2,1,H,1,1,D,11,4,5,2,12,13,5,4,2,2,0,0,1.8,3.3,5.25,2020-2021,LaLiga
SP1,2021-03-12,Levante,Valencia,1,0,H,1,0,H,11,11,3,2,17,13,3,3,3,4,0,0,2.25,3.4,3.2,2020-2021,LaLiga
SP1,2021-03-13,Osasuna,Valladolid,0,0,D,0,0,D,14,12,2,2,12,9,7,3,2,3,0,0,2.2,3.1,3.6,2020-2021,LaLiga
SP1,2021-03-13,Getafe,Ath Madrid,0,0,D,0,0,D,11,15,2,7,9,17,3,11,1,4,1,0,4.75,3.1,1.9,2020-2021,LaLiga
SP1,2021-03-13,Alaves,Cadiz,1,1,D,1,0,H,9,9,3,1,22,6,2,5,3,3,1,0,2.15,3.1,3.8,2020-2021,LaLiga
SP1,2021-03-13,Real Madrid,Elche,2,1,H,0,0,D,17,3,4,2,11,16,6,1,1,1,0,0,1.18,7.0,15.0,2020-2021,LaLiga
SP1,2021-03-14,Celta,Ath Bilbao,0,0,D,0,0,D,13,6,3,1,20,13,1,3,3,1,0,0,2.7,3.2,2.7,2020-2021,LaLiga
SP1,2021-03-14,Granada,Sociedad,1,0,H,0,0,D,7,7,2,1,23,16,4,6,2,3,0,0,5.5,4.2,1.57,2020-2021,LaLiga
SP1,2021-03-14,Eibar,Villarreal,1,3,A,0,2,A,16,13,7,8,12,9,7,2,2,2,0,1,2.9,3.4,2.4,2020-2021,LaLiga
SP1,2021-03-14,Sevilla,Betis,1,0,H,1,0,H,9,13,3,3,12,14,3,6,3,5,0,0,2.0,3.4,3.75,2020-2021,LaLiga
SP1,2021-03-15,Barcelona,Huesca,4,1,H,2,1,H,12,8,5,4,8,13,7,3,0,2,0,0,1.18,7.5,13.0,2020-2021,LaLiga
SP1,2021-03-17,Sevilla,Elche,2,0,H,1,0,H,13,11,8,5,9,8,4,1,2,1,0,0,1.4,4.5,8.0,2020-2021,LaLiga
SP1,2021-03-19,Betis,Levante,2,0,H,0,0,D,15,7,6,1,14,10,4,1,2,0,0,0,1.72,3.8,4.5,2020-2021,LaLiga
SP1,2021-03-20,Ath Bilbao,Eibar,1,1,D,1,1,D,18,4,4,2,5,15,10,1,1,1,0,0,1.75,3.6,4.75,2020-2021,LaLiga
SP1,2021-03-20,Celta,Real Madrid,1,3,A,1,2,A,8,16,3,4,23,13,1,7,3,4,0,0,4.33,4.0,1.72,2020-2021,LaLiga
SP1,2021-03-20,Huesca,Osasuna,0,0,D,0,0,D,15,7,3,2,9,13,5,1,1,2,0,0,2.45,3.2,3.0,2020-2021,LaLiga
SP1,2021-03-20,Valladolid,Sevilla,1,1,D,1,0,H,3,12,2,4,17,10,2,8,3,1,0,0,4.33,3.5,1.83,2020-2021,LaLiga
SP1,2021-03-21,Sociedad,Barcelona,1,6,A,0,2,A,10,14,5,10,11,12,1,1,3,2,0,0,3.6,3.8,1.95,2020-2021,LaLiga
SP1,2021-03-21,Ath Madrid,Alaves,1,0,H,0,0,D,8,9,4,3,17,12,5,5,3,3,0,0,1.36,4.5,10.0,2020-2021,LaLiga
SP1,2021-03-21,Villarreal,Cadiz,2,1,H,1,0,H,13,9,4,3,14,6,5,6,3,3,0,0,1.44,4.2,7.5,2020-2021,LaLiga
SP1,2021-03-21,Getafe,Elche,1,1,D,0,1,A,12,6,5,2,17,21,4,8,3,7,0,0,1.83,3.25,4.75,2020-2021,LaLiga
SP1,2021-03-21,Valencia,Granada,2,1,H,1,0,H,18,15,9,3,11,11,3,4,0,3,0,0,2.0,3.5,3.75,2020-2021,LaLiga
SP1,2021-04-02,Levante,Huesca,0,2,A,0,1,A,13,6,3,2,15,7,8,2,2,2,0,0,2.37,3.3,3.0,2020-2021,LaLiga
SP1,2021-04-03,Granada,Villarreal,0,3,A,0,2,A,6,15,2,6,14,14,3,5,2,2,0,0,3.8,3.3,2.05,2020-2021,LaLiga
SP1,2021-04-03,Real Madrid,Eibar,2,0,H,1,0,H,21,10,8,4,6,8,6,9,0,2,0,0,1.33,5.5,8.0,2020-2021,LaLiga
SP1,2021-04-03,Osasuna,Getafe,0,0,D,0,0,D,4,6,1,2,23,18,2,4,2,3,0,0,2.55,2.8,3.2,2020-2021,LaLiga
SP1,2021-04-04,Alaves,Celta,1,3,A,0,3,A,17,8,7,6,9,21,6,2,4,5,0,1,3.0,3.2,2.5,2020-2021,LaLiga
SP1,2021-04-04,Elche,Betis,1,1,D,1,1,D,7,13,3,3,9,15,7,2,1,4,0,0,4.33,3.75,1.8,2020-2021,LaLiga
SP1,2021-04-04,Cadiz,Valencia,2,1,H,1,1,D,6,12,2,6,10,7,4,13,2,2,0,0,3.1,3.1,2.45,2020-2021,LaLiga
SP1,2021-04-04,Sevilla,Ath Madrid,1,0,H,0,0,D,18,9,5,4,13,11,3,2,2,4,0,0,2.9,3.0,2.7,2020-2021,LaLiga
SP1,2021-04-05,Barcelona,Valladolid,1,0,H,0,0,D,25,7,10,2,12,13,4,1,3,3,0,1,1.12,9.0,19.0,2020-2021,LaLiga
SP1,2021-04-07,Sociedad,Ath Bilbao,1,1,D,0,0,D,12,11,2,2,18,7,3,6,3,1,0,0,2.1,3.3,3.6,2020-2021,LaLiga
SP1,2021-04-09,Huesca,Elche,3,1,H,2,1,H,8,8,5,2,17,13,6,6,2,2,0,0,2.0,3.2,4.1,2020-2021,LaLiga
SP1,2021-04-10,Real Madrid,Barcelona,2,1,H,2,0,H,14,18,3,4,16,10,5,6,3,4,1,0,2.8,3.8,2.3,2020-2021,LaLiga
SP1,2021-04-10,Eibar,Levante,0,1,A,0,1,A,10,6,4,1,9,7,6,3,3,2,0,0,2.2,3.5,3.1,2020-2021,LaLiga
SP1,2021-04-10,Ath Bilbao,Alaves,0,0,D,0,0,D,11,9,4,0,13,15,6,6,2,2,0,0,1.9,3.3,4.4,2020-2021,LaLiga
SP1,2021-04-10,Getafe,Cadiz,0,1,A,0,0,D,19,8,4,3,10,13,10,4,3,2,0,0,1.9,3.1,4.5,2020-2021,LaLiga
SP1,2021-04-11,Villarreal,Osasuna,1,2,A,0,0,D,15,12,6,4,6,12,6,5,0,0,0,0,1.61,3.6,6.0,2020-2021,LaLiga
SP1,2021-04-11,Valencia,Sociedad,2,2,D,0,2,A,9,16,2,5,11,17,4,5,6,4,1,0,3.5,3.3,2.1,2020-2021,LaLiga
SP1,2021-04-11,Valladolid,Granada,1,2,A,1,0,H,7,12,3,6,14,15,2,4,4,2,0,0,2.05,3.4,3.6,2020-2021,LaLiga
SP1,2021-04-11,Betis,Ath Madrid,1,1,D,1,1,D,8,10,4,4,12,13,5,5,0,0,0,0,3.25,3.2,2.3,2020-2021,LaLiga
SP1,2021-04-12,Celta,Sevilla,3,4,A,3,2,H,12,13,5,6,18,15,5,2,3,2,0,0,3.5,3.3,2.15,2020-2021,LaLiga
SP1,2021-04-18,Levante,Villarreal,1,5,A,1,2,A,12,14,3,7,9,7,4,5,2,1,0,0,3.75,3.4,2.05,2020-2021,LaLiga
SP1,2021-04-18,Getafe,Real Madrid,0,0,D,0,0,D,19,10,6,2,17,8,6,6,3,1,0,0,6.0,3.75,1.61,2020-2021,LaLiga
SP1,2021-04-18,Cadiz,Celta,0,0,D,0,0,D,5,11,2,4,6,13,4,7,0,1,0,0,3.6,3.5,2.05,2020-2021,LaLiga
SP1,2021-04-18,Betis,Valencia,2,2,D,2,1,H,9,9,5,3,12,10,6,3,3,1,0,0,1.85,3.6,4.2,2020-2021,LaLiga
SP1,2021-04-18,Alaves,Huesca,1,0,H,0,0,D,10,9,2,1,15,13,7,3,1,2,0,0,2.37,3.1,3.25,2020-2021,LaLiga
SP1,2021-04-18,Sociedad,Sevilla,1,2,A,1,2,A,5,15,2,7,20,15,7,3,3,2,0,0,2.9,3.25,2.45,2020-2021,LaLiga
SP1,2021-04-18,Osasuna,Elche,2,0,H,1,0,H,9,8,3,2,14,15,4,5,2,1,0,0,1.9,3.3,4.33,2020-2021,LaLiga
SP1,2021-04-18,Ath Madrid,Eibar,5,0,H,2,0,H,10,0,7,0,10,10,8,3,0,1,0,0,1.4,4.33,9.0,2020-2021,LaLiga
SP1,2021-04-21,Elche,Valladolid,1,1,D,1,0,H,9,12,3,4,23,11,4,6,5,3,0,0,2.8,3.0,2.7,2020-2021,LaLiga
SP1,2021-04-21,Cadiz,Real Madrid,0,3,A,0,3,A,14,14,3,4,13,21,7,3,4,3,0,0,9.0,4.75,1.36,2020-2021,LaLiga
SP1,2021-04-21,Alaves,Villarreal,2,1,H,1,0,H,9,10,4,5,8,11,3,8,2,1,0,0,4.33,3.6,1.83,2020-2021,LaLiga
SP1,2021-04-21,Levante,Sevilla,0,1,A,0,0,D,6,10,1,3,15,13,2,3,4,1,0,0,5.0,4.2,1.61,2020-2021,LaLiga
SP1,2021-04-21,Osasuna,Valencia,3,1,H,2,1,H,18,10,9,5,17,11,5,6,1,2,0,0,2.3,3.25,3.2,2020-2021,LaLiga
SP1,2021-04-21,Betis,Ath Bilbao,0,0,D,0,0,D,6,16,2,4,10,16,5,4,3,2,1,0,2.37,3.3,3.0,2020-2021,LaLiga
SP1,2021-04-22,Ath Madrid,Huesca,2,0,H,1,0,H,18,5,12,2,9,11,8,1,2,0,0,0,1.36,4.75,9.0,2020-2021,LaLiga
SP1,2021-04-22,Granada,Eibar,4,1,H,2,0,H,8,16,4,3,13,10,4,7,1,1,0,0,2.37,3.1,3.2,2020-2021,LaLiga
SP1,2021-04-22,Sociedad,Celta,2,1,H,2,1,H,7,10,3,3,17,17,2,4,4,5,0,0,1.9,3.5,4.1,2020-2021,LaLiga
SP1,2021-04-22,Barcelona,Getafe,5,2,H,3,1,H,9,5,6,1,8,15,3,1,2,0,0,0,1.25,5.75,13.0,2020-2021,LaLiga
SP1,2021-04-24,Elche,Levante,1,0,H,1,0,H,8,6,3,1,10,14,4,2,3,4,0,0,2.7,3.2,2.6,2020-2021,LaLiga
SP1,2021-04-24,Valladolid,Cadiz,1,1,D,1,0,H,13,6,6,2,11,20,5,7,1,3,0,0,1.9,3.25,4.33,2020-2021,LaLiga
SP1,2021-04-24,Valencia,Alaves,1,1,D,0,0,D,9,6,2,2,17,16,7,2,4,0,0,1,2.1,3.25,3.6,2020-2021,LaLiga
SP1,2021-04-24,Real Madrid,Betis,0,0,D,0,0,D,17,6,5,2,17,13,8,2,1,2,0,0,1.45,4.75,6.5,2020-2021,LaLiga
SP1,2021-04-25,Ath Bilbao,Ath Madrid,2,1,H,1,0,H,11,14,3,3,20,7,4,11,4,2,0,0,4.0,3.5,1.85,2020-2021,LaLiga
SP1,2021-04-25,Sevilla,Granada,2,1,H,1,0,H,10,4,4,2,11,14,5,5,2,3,0,0,1.4,4.75,7.5,2020-2021,LaLiga
SP1,2021-04-25,Huesca,Getafe,0,2,A,0,1,A,8,6,1,4,16,22,1,0,2,4,0,0,2.75,2.9,2.8,2020-2021,LaLiga
SP1,2021-04-25,Villarreal,Barcelona,1,2,A,1,2,A,10,15,4,5,16,10,6,1,2,3,1,0,4.5,4.2,1.66,2020-2021,LaLiga
SP1,2021-04-25,Celta,Osasuna,2,1,H,1,0,H,7,12,2,3,13,12,2,8,1,4,0,0,2.2,3.3,3.25,2020-2021,LaLiga
SP1,2021-04-26,Eibar,Sociedad,0,1,A,0,1,A,14,5,5,2,8,20,2,3,5,1,0,0,4.0,3.6,1.85,2020-2021,LaLiga
SP1,2021-04-28,Ath Bilbao,Valladolid,2,2,D,1,0,H,13,14,7,4,8,13,5,7,1,1,0,0,1.85,3.2,5.0,2020-2021,LaLiga
SP1,2021-04-29,Barcelona,Granada,1,2,A,1,0,H,16,6,4,2,10,22,6,1,0,4,0,0,1.14,8.0,17.0,2020-2021,LaLiga
SP1,2021-04-30,Celta,Levante,2,0,H,0,0,D,8,10,5,2,12,13,1,5,2,2,0,0,1.8,3.75,4.33,2020-2021,LaLiga
SP1,2021-05-01,Eibar,Alaves,3,0,H,1,0,H,15,6,4,2,12,12,10,5,0,2,0,0,2.5,3.1,3.0,2020-2021,LaLiga
SP1,2021-05-01,Elche,Ath Madrid,0,1,A,0,1,A,6,11,1,4,20,16,3,2,3,3,0,0,9.0,4.33,1.4,2020-2021,LaLiga
SP1,2021-05-01,Huesca,Sociedad,1,0,H,0,0,D,10,7,3,3,14,11,2,7,2,2,0,0,3.75,3.5,2.0,2020-2021,LaLiga
SP1,2021-05-01,Real Madrid,Osasuna,2,0,H,0,0,D,22,3,6,2,9,12,7,0,0,2,0,0,1.36,5.0,8.5,2020-2021,LaLiga
SP1,2021-05-02,Valencia,Barcelona,2,3,A,0,0,D,9,14,4,7,12,14,2,1,2,1,0,0,7.0,5.5,1.36,2020-2021,LaLiga
SP1,2021-05-02,Granada,Cadiz,0,1,A,0,1,A,9,8,2,4,12,10,6,5,7,2,1,0,1.85,3.3,4.75,2020-2021,LaLiga
